@frequency,country,dataset_code,dataset_name,frequency,indexed_at,indicator,original_period,original_value,period,provider_code,series_code,series_name,value
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1993,404.16583333333301197854,1993-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",404.165833333333
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1994,420.17666666666701758004,1994-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",420.176666666667
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1995,396.7733333333330278947,1995-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",396.773333333333
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1996,412.26666666666699256893,1996-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",412.266666666667
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1997,419.29500000000001591616,1997-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",419.295
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1998,460.28750000000002273737,1998-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",460.2875
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1999,508.77666666666698347399,1999-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",508.776666666667
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2000,539.58749999999997726263,2000-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",539.5875
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2001,634.93833333333304835833,2001-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",634.938333333333
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2002,688.93666666666695164167,2002-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",688.936666666667
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2003,691.39750000000003637979,2003-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",691.3975
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2004,609.52916666666703804367,2004-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",609.529166666667
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2005,559.76750000000004092726,2005-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",559.7675
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2006,530.27499999999997726263,2006-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",530.275
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2007,522.46416666666698347399,2007-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",522.464166666667
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2008,522.4610358333329713787,2008-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",522.461035833333
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2009,560.85989484127003379399,2009-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",560.85989484127
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2010,510.24916666666700848509,2010-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",510.249166666667
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2011,483.66750000000001818989,2011-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",483.6675
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2012,486.47130339105302709868,2012-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",486.471303391053
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2013,495.27287764550300153132,2013-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",495.272877645503
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2014,570.34821612743996865902,2014-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",570.34821612744
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2015,654.12408425419596369466,2015-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",654.124084254196
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2016,676.95773604465705375333,2016-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",676.957736044657
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2017,648.83379259826097040786,2017-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",648.833792598261
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2018,641.27681306639499325684,2018-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",641.276813066395
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2019,702.89742256152896970889,2019-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",702.897422561529
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2020,792.72720610316798683925,2020-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",792.727206103168
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2021,758.95537865897699703055,2021-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",758.955378658977
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2022,873.31418954301398116513,2022-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",873.314189543014
annual,CHL,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2023,840.06652665149897529773,2023-01-01,WB,A-PA.NUS.FCRF-CHL,"Annual – Official exchange rate (LCU per US$, period average) – Chile",840.066526651499
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1960,2.46180889882527997869,1960-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1961,2.46180889882527997869,1961-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1962,2.46180889882527997869,1962-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1963,2.46180889882527997869,1963-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1964,2.46180889882527997869,1964-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1965,2.46180889882527997869,1965-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1966,2.46180889882527997869,1966-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1967,2.46180889882527997869,1967-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1968,2.46180889882527997869,1968-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1969,2.46180889882527997869,1969-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1970,2.46180889882527997869,1970-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1971,2.46180889882527997869,1971-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.46180889882528
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1972,2.24506644860066018055,1972-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.24506644860066
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1973,1.98941552463247006699,1973-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",1.98941552463247
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1974,1.96110708887636997488,1974-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",1.96110708887637
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1975,1.85982338938658009475,1975-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",1.85982338938658
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1976,1.94141535102098994336,1976-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",1.94141535102099
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1977,1.85782338223956999812,1977-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",1.85782338223957
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1978,1.68358941885646995473,1978-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",1.68358941885647
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1979,1.55493895401485993091,1979-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",1.55493895401486
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1980,1.4983860581413199764,1980-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",1.49838605814132
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1981,1.70454166583333011076,1981-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",1.7045416658333301
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1982,1.89254166583333005569,1982-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",1.89254166583333
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1983,1.97567499916666999837,1983-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",1.97567499916667
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1984,2.32004166624999985657,1984-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.32004166625
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1985,2.93665833325000003029,1985-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",2.93665833325
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1986,3.45279166658332981044,1986-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",3.45279166658333
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1987,3.72210000000000018616,1987-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",3.7221
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1988,3.72210000000000018616,1988-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",3.7221
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1989,3.76510833333332994854,1989-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",3.76510833333333
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1990,4.78320833333332995352,1990-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",4.78320833333333
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1991,5.32339166666667029659,1991-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",5.32339166666667
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1992,5.51459166666666966705,1992-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",5.51459166666667
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1993,5.76195833333332974036,1993-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",5.76195833333333
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1994,8.61874266666666954961,1994-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.61874266666667
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1995,8.35141666666667070729,1995-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.35141666666667
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1996,8.31417500000000053717,1996-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.314175
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1997,8.28981666666667038612,1997-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.28981666666667
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1998,8.27895833333333008852,1998-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.27895833333333
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1999,8.27824999999999988631,1999-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.27825
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2000,8.27850416666666966137,2000-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.27850416666667
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2001,8.27706833333333058533,2001-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.27706833333333
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2002,8.2769574999999999676,2002-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.2769575
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2003,8.27703666666666926233,2003-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.27703666666667
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2004,8.27680083333332916595,2004-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.27680083333333
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2005,8.19431666666666913557,2005-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",8.19431666666667
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2006,7.97343833333332963065,2006-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",7.97343833333333
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2007,7.60753249999999958675,2007-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",7.6075325
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2008,6.94865499999999958192,2008-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.948655
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2009,6.83141605176666022459,2009-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.83141605176666
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2010,6.77026902870940006096,2010-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.7702690287094
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2011,6.46146132655007043866,2011-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.46146132655007
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2012,6.31233282683186036621,2012-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.31233282683186
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2013,6.19575834608231001965,2013-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.19575834608231
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2014,6.14343409448867028289,2014-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.14343409448867
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2015,6.22748867298454999997,2015-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.22748867298455
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2016,6.64447782944680032102,2016-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.6444778294468
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2017,6.75875508633597021912,2017-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.75875508633597
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2018,6.61595717735438970664,2018-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.61595717735439
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2019,6.90838500992900961251,2019-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.90838500992901
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2020,6.90076726944924967455,2020-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.90076726944925
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2021,6.44897518024315985485,2021-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.44897518024316
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2022,6.73715811237118966659,2022-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",6.73715811237119
annual,CHN,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,2023,7.08399842343631025443,2023-01-01,WB,A-PA.NUS.FCRF-CHN,"Annual – Official exchange rate (LCU per US$, period average) – China",7.08399842343631
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1960,5.61500000461500015092,1960-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",5.615000004615
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1961,5.9516666716183301844,1961-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",5.95166667161833
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1962,6.62500000562500002133,1962-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.625000005625
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1963,6.62500000562500002133,1963-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.625000005625
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1964,6.62500000562500002133,1964-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.625000005625
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1965,6.62500000562500002133,1965-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.625000005625
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1966,6.62500000562500002133,1966-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.625000005625
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1967,6.62500000562500002133,1967-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.625000005625
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1968,6.62500000562500002133,1968-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.625000005625
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1969,6.62500000562500002133,1969-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.625000005625
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1970,6.62500000562500002133,1970-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.625000005625
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1971,6.62583333840624977285,1971-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.62583333840625
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1972,6.6349999989999997041,1972-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.634999999
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1973,6.64675833233332991057,1973-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",6.64675833233333
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1974,7.92999999899999963304,1974-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",7.929999999
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1975,8.56999999900000020148,1975-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",8.569999999
annual,CRI,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,PA.NUS.FCRF,1976,8.56999999900000020148,1976-01-01,WB,A-PA.NUS.FCRF-CRI,"Annual – Official exchange rate (LCU per US$, period average) – Costa Rica",8.569999999
