@frequency,country,dataset_code,dataset_name,frequency,indexed_at,indicator,original_period,original_value,period,provider_code,series_code,series_name,value
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1960,NA,1960-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1961,NA,1961-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1962,NA,1962-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1963,NA,1963-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1964,NA,1964-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1965,NA,1965-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1966,NA,1966-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1967,NA,1967-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1968,NA,1968-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1969,NA,1969-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1970,NA,1970-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1971,NA,1971-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1972,NA,1972-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1973,NA,1973-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1974,NA,1974-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1975,NA,1975-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1976,NA,1976-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1977,NA,1977-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1978,NA,1978-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1979,NA,1979-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1980,NA,1980-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1981,NA,1981-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1982,NA,1982-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1983,NA,1983-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1984,NA,1984-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1985,NA,1985-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1986,NA,1986-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1987,NA,1987-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1988,NA,1988-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1989,NA,1989-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1990,NA,1990-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1991,NA,1991-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1992,NA,1992-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1993,NA,1993-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1994,NA,1994-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1995,NA,1995-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1996,NA,1996-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1997,NA,1997-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1998,NA,1998-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1999,NA,1999-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2000,NA,2000-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2001,NA,2001-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2002,NA,2002-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2003,NA,2003-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2004,NA,2004-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2005,NA,2005-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2006,NA,2006-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2007,NA,2007-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2008,NA,2008-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2009,NA,2009-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2010,NA,2010-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2011,NA,2011-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2012,NA,2012-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2013,NA,2013-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2014,NA,2014-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2015,NA,2015-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2016,NA,2016-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2017,NA,2017-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2018,NA,2018-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2019,NA,2019-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2020,NA,2020-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2021,NA,2021-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2022,NA,2022-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,ARG,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2023,NA,2023-01-01,WB,A-FP.CPI.TOTL.ZG-ARG,"Annual – Inflation, consumer prices (annual %) – Argentina",NA
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1960,3.72881355932203018,1960-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",3.72881355932203
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1961,2.28758169934640998022,1961-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",2.28758169934641
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1962,-0.31948881789137900666,1962-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",-0.319488817891379
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1963,0.64102564102565195991,1963-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",0.641025641025652
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1964,2.86624203821655987312,1964-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",2.86624203821656
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1965,3.4055727554179497929,1965-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",3.40557275541795
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1966,3.29341317365269015127,1966-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",3.29341317365269
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1967,3.4782608695652199593,1967-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",3.47826086956522
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1968,2.52100840336134002229,1968-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",2.52100840336134
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1969,3.27868852459016002499,1969-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",3.27868852459016
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1970,3.43915343915341020775,1970-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",3.43915343915341
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1971,6.13810741687983973947,1971-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",6.13810741687984
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1972,6.02409638554212989447,1972-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",6.02409638554213
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1973,9.0909090909091503363,1973-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",9.09090909090915
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1974,15.41666666666660034934,1974-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",15.4166666666666
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1975,15.16245487364619926041,1975-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",15.1624548736462
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1976,13.3228840125392000715,1976-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",13.3228840125392
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1977,12.30982019363760038289,1977-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",12.3098201936376
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1978,8.00492610837440032867,1978-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",8.0049261083744
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1979,9.12200684150515073156,1979-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",9.12200684150515
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1980,10.13584117032389997348,1980-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",10.1358411703239
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1981,9.48766603415561071699,1981-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",9.48766603415561
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1982,11.3518197573656998145,1982-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",11.3518197573657
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1983,10.03891050583660060624,1983-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",10.0389105058366
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1984,3.96039603960395991678,1984-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",3.96039603960396
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1985,6.73469387755099990756,1985-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",6.734693877551
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1986,9.05035054174634012725,1986-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",9.05035054174634
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1987,8.53302162478082948383,1987-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",8.53302162478083
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1988,7.21593968766828020023,1988-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",7.21593968766828
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1989,7.5339025615268804259,1989-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",7.53390256152688
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1990,7.33302195235872034118,1990-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",7.33302195235872
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1991,3.17667536988684995336,1991-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",3.17667536988685
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1992,1.01223112610713994464,1992-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",1.01223112610714
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1993,1.75365344467641004478,1993-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",1.75365344467641
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1994,1.96963479688141007706,1994-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",1.96963479688141
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1995,4.62776659959758962515,1995-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",4.62776659959759
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1996,2.61538461538461008971,1996-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",2.61538461538461
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1997,0.22488755622188699723,1997-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",0.224887556221887
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1998,0.86013462976814203387,1998-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",0.860134629768142
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,1999,1.483129403040410077,1999-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",1.48312940304041
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2000,4.45743514797224005264,2000-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",4.45743514797224
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2001,4.40713536201468958353,2001-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",4.40713536201469
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2002,2.98157453936347982548,2002-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",2.98157453936348
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2003,2.73259596616785982448,2003-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",2.73259596616786
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2004,2.34325522482583004091,2004-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",2.34325522482583
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2005,2.69183168316832022171,2005-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",2.6918316831683202
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2006,3.55528773727025981799,2006-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",3.55528773727026
annual,AUS,WDI,World Development Indicators,A,2024-06-29T07:30:16Z,FP.CPI.TOTL.ZG,2007,2.32761128891476021252,2007-01-01,WB,A-FP.CPI.TOTL.ZG-AUS,"Annual – Inflation, consumer prices (annual %) – Australia",2.32761128891476
